cust_no,label
0xb2d0bf73,1
0xb2d5141a,1
0xb2d4d88f,-1
0xb2d47301,-1
0xb2d8e9f2,-1
0xb2d21438,1
0xb2d0c1d1,1
0xb2d32dc9,1
0xb2d15d3e,1
0xb2d5ecf8,1
0xb2d30e22,1
0xb2d6325e,1
0xb2d197a3,1
0x3b9b124f,1
0x3b9af143,1
0xb2d1c41c,0
0xb2d1e15f,1
0xb2d3ff84,0
0xb2d2ee1b,-1
0xb2d41c4c,1
0xb2d8ebd5,-1
0xb2d5a9fc,0
0xb2d55593,1
0xb2d5a1b3,-1
0xb2d42baf,1
0xb2d0f774,0
0xb2d0d473,1
0xb2d40ffb,0
0xb2d8eb8b,1
0xb2d31552,1
0xb2d1bead,-1
0xb2d5e837,1
0xb2d3cd1b,1
0xb2d0d999,1
0xb2d24e4d,0
0xb2d51544,1
0xb2d18f4f,0
0xb2d5a9f7,0
0xb2d27739,0
0xb2d07231,1
0xb2d20de8,0
0xb2d395fb,0
0xb2d8ec0c,0
0x3b9b4256,1
0xb2d6e719,1
0xb2d2d133,1
0xb2d264eb,1
0xb2d1bfca,1
0xb2d3a0a2,0
0xb2d15034,1
0xb2d62380,0
0xb2d553c3,1
0x3b9af13e,1
0xb2d2d262,1
0xb2d8cfb6,-1
0xb2d3091d,1
0xb2d07d30,1
0xb2d2154b,-1
0xb2d082c7,1
0xb2d10151,0
0xb2d1460d,0
0xb2d1be43,1
0xb2d2bf83,0
0xb2d3f68d,1
0xb2d5fcf2,1
0xb2d6bf0e,1
0xb2d43ae0,1
0xb2d2389f,0
0x3b9b3047,1
0xb2d52657,-1
0xb2d74bdd,0
0xb2d2678d,0
0x3b9ae882,1
0xb2d23cc4,1
0x3b9b1a2f,-1
0xb2d0ca03,0
0xb2d2da4b,1
0xb2d28a5c,0
0xb2d8ea2a,0
0xb2d22b14,1
0xb2d95d8a,0
0xb2d3bf7f,1
0xb2d6075d,1
0xb2d4cdf2,1
0xb2d349e8,-1
0x3b9b1a67,0
0xb2d2b5e3,1
0xb2d3c0ce,-1
0xb2d2a1f1,1
0xb2d2c3ac,-1
0xb2d27c2d,1
0xb2d443bb,-1
0xb2d53ee3,0
0xb2d2b5de,-1
0xb2d2b615,-1
0xb2d17599,1
0xb2d30349,-1
0xb2d68c5c,1
0xb2d2b5fa,1
0xb2d37198,-1
0xb2d27c43,1
0xb2d34b65,0
0xb2d6bdc8,0
0xb2d44c09,-1
0xb2d90809,-1
0xb2d39252,0
0xb2d610da,1
0xb2d5d2bb,0
0xb2d679f2,1
0xb2d5e7d7,-1
0xb2d227bf,1
0xb2d1b046,0
0xb2d269e6,1
0xb2d0ef90,1
0xb2d70859,1
0xb2d339d1,-1
0xb2d29a44,0
0xb2d6355d,1
0xb2d08429,0
0xb2d6cc2f,-1
0xb2d5ff06,1
0xb2d08a1a,1
0xb2d447c9,-1
0xb2d6e703,-1
0xb2d632df,-1
0xb2d348b4,0
0xb2d149d3,0
0xb2d3027f,0
0xb2d08df0,1
0xb2d635d9,-1
0xb2d6c8b9,1
0xb2d3eab2,-1
0xb2d5268a,1
0xb2d52e1f,1
0xb2d8ee49,1
0xb2d1720c,1
0xb2d2fedb,1
0xb2d35afa,1
0xb2d0cd74,1
0xb2d87de2,1
0xb2d60e4e,-1
0xb2d4f2a4,0
0xb2d1d888,1
0xb2d1df54,1
0xb2d16c52,1
0xb2d198b6,-1
0xb2d576e0,1
0xb2d2a749,1
0xb2d54857,1
0xb2d20ebc,1
0xb2d618a2,0
0xb2d15b2e,-1
0xb2d94b2d,1
0xb2d239e5,1
0xb2d200e2,1
0xb2d12441,1
0xb2d19adc,0
0xb2d21765,0
0xb2d24f4e,1
0xb2d56379,1
0xb2d114f9,0
0xb2d43839,0
0xb2d22029,1
0xb2d0ad5f,0
0xb2d0b36b,1
0xb2d67e76,1
0xb2d11296,0
0xb2d07e70,0
0xb2d5b0d2,1
0xb2d1d6d4,1
0xb2d0dcb7,1
0xb2d1e952,0
0xb2d5bd1a,1
0xb2d429bb,0
0xb2d3c96d,0
0xb2d0ca84,1
0xb2d6c15a,0
0xb2d28bd9,1
0xb2d19b94,1
0xb2d879be,1
0xb2d06370,0
0xb2d6f74c,-1
0xb2d690ce,0
0xb2d6a113,1
0xb2d5007c,1
0xb2d6d752,1
0xb2d6fa26,-1
0xb2d926d4,1
0xb2d644d7,0
0xb2d633a9,1
0xb2d91e4f,1
0xb2d95167,-1
0xb2d68401,1
0xb2d82243,0
0xb2d645a6,1
0xb2d07535,1
0xb2d10301,-1
0xb2d142b8,1
0xb2d283df,1
0xb2d0ae4a,1
0xb2d16ee3,1
0xb2d0b62e,-1
0xb2d18e94,1
0xb2d0b4b1,0
0x3b9b315a,1
0xb2d62595,1
0xb2d2085c,1
0xb2d1f302,1
0x3b9b2d1f,1
0x3b9b2e69,-1
0xb2d12a87,1
0x3b9b184d,1
0xb2d06f73,0
0xb2d3a2b2,1
0xb2d2741b,0
0x3b9b3bc9,1
0xb2d234a9,0
0xb2d0aabc,1
0x3b9b33d4,-1
0xb2d51ea1,-1
0xb2d08cdd,1
0xb2d5912c,1
0xb2d30f08,1
0xb2d29e16,1
0xb2d78173,1
0xb2d4c136,1
0xb2d19d8d,0
0xb2d364cd,1
0xb2d61955,1
0xb2d1d8e8,0
0xb2d0e7a7,-1
0xb2d2004b,1
0xb2d143b4,1
0xb2d0ce0c,1
0xb2d0d77b,1
0xb2d0a62e,-1
0xb2d52c5e,0
0xb2d41ce4,-1
0xb2d58a28,1
0xb2d1d24a,-1
0xb2d4e7f2,-1
0xb2d42e8e,1
0xb2d0c19e,1
0xb2d5d906,1
0xb2d081b4,1
0xb2d2190f,0
0xb2d0d587,1
0xb2d0780f,1
0xb2d1d03b,-1
0xb2d21400,1
0xb2d378b2,1
0xb2d25309,1
0x3b9b10a0,1
0xb2d0a156,0
0xb2d4aa55,1
0xb2d0f6dc,-1
0xb2d124d8,1
0xb2d10e1f,1
0xb2d2f6a4,1
0xb2d584cf,0
0xb2d34349,-1
0xb2d652d9,1
0xb2d67772,0
0xb2d24b09,1
0xb2d5fced,1
0xb2d98483,1
0xb2d50ab9,1
0xb2d1edc5,1
0xb2d30f9f,0
0xb2d482ca,0
0xb2d29e9b,0
0xb2d231ea,1
0xb2d62547,-1
0xb2d1f07e,1
0xb2d2b38a,1
0xb2d26c05,0
0xb2d06b53,1
0xb2d4b529,1
0xb2d5b5a0,0
0xb2d189bc,1
0xb2d6aa25,1
0xb2d8fa24,-1
0xb2d6b128,1
0xb2d5f863,-1
0xb2d339d6,1
0xb2d744df,-1
0xb2d1a3bd,1
0x3b9b2d03,1
0x3b9b35e3,1
0xb2d5d4aa,1
0xb2d33f45,-1
0xb2d16b3f,1
0xb2d5a97b,1
0xb2d2f08b,1
0xb2d84802,-1
0x3b9b3d19,1
0xb2d42e2d,1
0xb2d11ba9,1
0xb2d11f15,1
0xb2d28bc3,1
0xb2d11d42,1
0x3b9b3e68,0
0xb2d07074,1
0x3b9b3efb,1
0xb2d680d4,1
0x3b9b41db,0
0xb2d699c5,0
0xb2d8d3c8,-1
0xb2d52dd6,-1
0xb2d63667,0
0xb2d966fe,1
0xb2d8e0e4,1
0xb2d600ac,0
0xb2d609c5,1
0xb2d78bff,1
0xb2d6dd58,1
0xb2d2f224,0
0xb2d8fbcf,-1
0xb2d32714,1
0xb2d3470e,1
0xb2d32719,1
0xb2d135e6,1
0xb2d9034d,1
0xb2d4e926,0
0xb2d60a25,1
0xb2d64f46,1
0xb2d578de,1
0xb2d60eca,1
0xb2d87ad1,1
0xb2d5ff67,1
0xb2d613e6,1
0xb2d46e57,1
0xb2d8c809,1
0xb2d58bcd,-1
0x3b9b43ca,-1
0xb2d56bd9,1
0xb2d6827f,1
0xb2d229b8,-1
0xb2d8ccae,1
0xb2d59921,1
0xb2d23cf1,1
0xb2d1125f,0
0xb2d22e2a,1
0xb2d11211,0
0xb2d0dd86,1
0xb2d614b0,1
0xb2d420d6,1
0xb2d378fb,0
0xb2d3a547,1
0xb2d61f40,0
0xb2d5041b,1
0xb2d40699,1
0xb2d63dea,1
0xb2d349b0,1
0xb2d6a247,1
0xb2d5af1d,-1
0xb2d2e6f7,1
0xb2d2cf30,1
0xb2d8915f,0
0xb2d10f85,-1
0xb2d60a73,0
0xb2d6c9d1,-1
0xb2d60a46,1
0xb2d6a193,-1
0xb2d63dd9,1
0xb2d1f931,0
0xb2d6a032,1
0xb2d36387,1
0xb2d22770,1
0xb2d3833d,1
0xb2d23f22,1
0xb2d68e27,1
0xb2d27e53,0
0xb2d60a78,0
0xb2d6a02d,1
0xb2d23281,1
0xb2d62b12,0
0xb2d6a1f8,-1
0xb2d69fcd,0
0xb2d24346,0
0xb2d6a1dd,1
0xb2d112c9,1
0xb2d17e7e,1
0xb2d8a568,1
0xb2d2d2b0,0
0xb2d9303d,-1
0x3b9af0e2,1
0xb2d124a6,0
0xb2d88c43,1
0xb2d7a753,1
0xb2d102e0,1
0xb2d6e11d,1
0xb2d62e28,-1
0xb2d173cd,1
0xb2d686a3,1
0xb2d60b82,1
0xb2d69193,0
0xb2d617ef,1
0xb2d8e030,1
0xb2d705f1,1
0x3b9adeea,1
0xb2d3400f,0
0xb2d280bb,0
0xb2d24e69,1
0xb2d44135,1
0xb2d5e5de,-1
0xb2d6cc2a,1
0xb2d60451,0
0xb2d1f34b,-1
0xb2d68acd,-1
0xb2d60d69,-1
0xb2d32b87,1
0xb2d45ef5,1
0xb2d5bcd6,1
0xb2d6f989,1
0xb2d90590,1
0xb2d6e2be,1
0xb2d83b79,1
0xb2d6cc14,1
0xb2d57faa,1
0xb2d926a2,-1
0xb2d6c446,1
0xb2d6c2a0,-1
0xb2d61059,0
0xb2d5baf4,1
0xb2d5d9d5,-1
0xb2d5e94a,0
0xb2d9741f,1
0xb2d8df66,1
0xb2d6d4f4,1
0xb2d67a1f,1
0xb2d6e5fc,1
0xb2d5d154,1
0xb2d92d04,1
0xb2d5d4c6,-1
0xb2d62eed,1
0xb2d62b60,1
0xb2d8ef99,1
0xb2d6b773,1
0xb2d5c8bd,1
0xb2d6f1c1,1
0xb2d8a164,0
0xb2d8f43e,-1
0xb2d78c69,0
0xb2d96b07,1
0xb2d6fe5c,1
0xb2d6e4bb,1
0xb2d1d6bd,-1
0xb2d18024,0
0xb2d1cbe4,0
0xb2d5a4db,1
0xb2d478a3,0
0xb2d4ee0a,-1
0xb2d4ce85,-1
0xb2d49006,-1
0xb2d98402,-1
0xb2d6eb0b,1
0xb2d32472,1
0xb2d97339,1
0xb2d9237a,1
0xb2d12898,0
0x3b9b3434,1
0xb2d259ec,1
0xb2d16437,1
0xb2d906a8,1
0xb2d12c0e,0
0xb2d5be86,0
0xb2d0880a,1
0xb2d4151c,1
0xb2d23df8,0
0xb2d1b962,1
0xb2d0a5ce,1
0xb2d22a22,1
0xb2d8ed52,1
0xb2d0bee0,1
0xb2d0fa98,1
0xb2d28836,0
0xb2d43050,1
0xb2d6b8f5,1
0xb2d90c60,1
0xb2d3389d,1
0xb2d132f0,-1
0xb2d134a0,1
0x3b9b2c3e,1
0xb2d65e4a,1
0xb2d58e15,-1
0xb2d23e5d,1
0xb2d2985d,-1
0x3b9af18c,1
0xb2d0b794,1
0x3b9b305d,1
0xb2d19835,1
0xb2d38c82,-1
0xb2d6bbaf,-1
0xb2d6bcc7,1
0xb2d260f9,1
0xb2d231ce,1
0x3b9b4503,-1
0xb2d31166,1
0xb2d6f092,1
0xb2d20780,1
0xb2d3e387,1
0xb2d9021e,-1
0xb2d22739,1
0xb2d274b3,1
0xb2d4cf4a,0
0xb2d4f40a,1
0xb2d6a3bf,0
0xb2d24a17,1
0xb2d2e2ea,1
0xb2d3cc72,1
0xb2d81034,1
0xb2d27cf7,1
0xb2d32ee1,0
0xb2d3ea85,1
0xb2d6007a,0
0xb2d904af,1
0xb2d93875,1
0xb2d6c1f1,-1
0xb2d97424,1
0xb2d9423b,1
0xb2d0d0ca,0
0xb2d566d8,-1
0xb2d62e11,1
0xb2d6cd2c,1
0xb2d210f9,0
0xb2d219f0,1
0xb2d6e274,-1
0xb2d63c12,0
0x3b9b454c,1
0xb2d1af80,0
0xb2d6e4ee,-1
0xb2d91837,1
0xb2d92a25,-1
0xb2d6dd26,0
0xb2d8c4fd,1
0xb2d0c268,1
0xb2d537ca,1
0xb2d3fe9e,1
0xb2d606d4,1
0xb2d6babc,1
0xb2d62708,1
0xb2d65714,1
0xb2d5eb1a,0
0xb2d6b1c5,1
0xb2d8d638,1
0xb2d5e42e,1
0xb2d8d621,1
0xb2d6a6ec,-1
0xb2d649d7,1
0xb2d62514,0
0xb2d69fdf,0
0xb2d505f3,0
0xb2d5e477,1
0xb2d651a0,1
0xb2d63c5b,0
0xb2d977e3,1
0xb2d91d20,1
0xb2d8f36f,1
0xb2d3b214,0
0xb2d948a2,1
0xb2d8dd24,1
0xb2d94d7a,1
0xb2d942ef,1
0xb2d927ff,1
0xb2d57609,1
0xb2d78c9c,1
0xb2d6575d,1
0xb2d5d9a2,0
0xb2d64b9d,1
0xb2d69bb9,1
0xb2d8f1d6,-1
0xb2d33a1f,1
0xb2d212ae,0
0xb2d915c2,1
0xb2d371af,-1
0xb2d58ccf,1
0xb2d2fcb0,1
0xb2d59dc1,1
0xb2d3d34f,1
0xb2d38552,1
0xb2d0acc8,0
0xb2d48dec,-1
0xb2d5b003,1
0xb2d91c72,-1
0xb2d1db30,1
0xb2d8f9d1,1
0xb2d41b18,1
0xb2d11fc8,1
0xb2d29273,1
0xb2d27335,1
0xb2d8f49e,1
0xb2d55edd,1
0xb2d0c4dd,1
0xb2d249cd,1
0xb2d923c3,1
0xb2d55c43,0
0xb2d8cc93,-1
0xb2d52d9f,-1
0xb2d12b3f,1
0xb2d557e7,1
0xb2d51281,1
0xb2d1aeb2,1
0xb2d26696,-1
0xb2d1d3ff,1
0xb2d59d2f,1
0xb2d1affc,1
0xb2d16d06,0
0xb2d29f93,1
0xb2d5501f,1
0xb2d28c92,-1
0xb2d1bfe1,1
0xb2d54825,1
0xb2d528cc,1
0xb2d644dc,1
0xb2d5e7a9,1
0xb2d60c07,0
0xb2d576e5,0
0xb2d56641,1
0xb2d2b26d,1
0xb2d5bca8,1
0xb2d568b1,-1
0xb2d60e65,1
0xb2d56491,1
0xb2d64fab,1
0xb2d5c7af,1
0xb2d58159,1
0xb2d3685f,1
0xb2d20a16,1
0xb2d5212c,0
0xb2d534b3,1
0xb2d50fa2,0
0xb2d9041c,1
0xb2d53567,0
0xb2d578c7,1
0xb2d6a66b,-1
0xb2d1e89a,1
0xb2d6b54d,1
0xb2d7784a,1
0xb2d14a00,1
0xb2d5d385,1
0xb2d31606,1
0xb2d52e52,1
0xb2d3ce45,1
0xb2d3f4ef,1
0xb2d6446d,1
0xb2d6fb55,-1
0xb2d68268,0
0x3b9acde2,0
0xb2d20fca,1
0xb2d3f4d8,0
0xb2d0e72b,1
0xb2d38665,1
0xb2d27040,-1
0xb2d65bd0,1
0xb2d29d02,1
0xb2d2432a,1
0xb2d1261e,1
0xb2d6c6ee,-1
0xb2d2e075,1
0xb2d33d27,0
0xb2d6fffa,1
0xb2d3be6c,0
0xb2d6a408,1
0xb2d6b177,0
0xb2d5b32b,-1
0xb2d5e122,0
0xb2d2ae31,1
0xb2d6276d,1
0xb2d85ad7,1
0xb2d21292,1
0xb2d12ca1,-1
0xb2d3e660,1
0xb2d20c06,1
0xb2d65e0d,1
0xb2d4d894,1
0xb2d6b2a6,1
0xb2d44f15,0
0xb2d0f37d,1
0xb2d6e4a5,1
0xb2d60810,1
0xb2d62ef2,1
0xb2d1b5e2,0
0xb2d5cad2,1
0xb2d179a6,1
0xb2d39fa5,0
0xb2d41436,1
0xb2d54fba,1
0xb2d400c5,0
0xb2d67edb,1
0xb2d778c5,0
0xb2d60387,1
0xb2d1a45e,1
0xb2d4fa9e,0
0xb2d0cc8e,1
0xb2d6b2ab,1
0xb2d139ea,1
0xb2d4414c,1
0xb2d0e650,1
0xb2d64993,1
0xb2d2ca4b,0
0xb2d6337b,1
0xb2d92686,1
0xb2d2c8b7,0
0xb2d7ec55,1
0xb2d5872d,1
0xb2d5f279,1
0xb2d84443,-1
0xb2d205a3,1
0xb2d2ce0a,-1
0xb2d39edb,-1
0xb2d590bd,1
0xb2d27578,1
0xb2d621d5,1
0xb2d63708,1
0xb2d3f48f,1
0xb2d2afc0,-1
0xb2d132eb,1
0xb2d08d9d,1
0xb2d48265,1
0xb2d1a23f,1
0xb2d17b30,-1
0xb2d0ded6,1
0xb2d204eb,1
0xb2d17a8c,1
0xb2d67cc7,1
0xb2d4c475,0
0xb2d1b3d7,1
0xb2d21daf,1
0xb2d10580,1
0xb2d1761e,1
0xb2d4f0bb,0
0xb2d6819e,1
0xb2d411f9,1
0xb2d76b09,1
0xb2d1f50c,0
0xb2d1dfbe,1
0x3b9b0e74,1
0xb2d105c9,1
0xb2d28464,1
0xb2d5b569,0
0xb2d4eb4c,1
0xb2d37101,0
0xb2d108d0,1
0xb2d417ac,1
0xb2d5464c,0
0xb2d49bbb,1
0xb2d10543,1
0xb2d1b340,1
0xb2d19a17,0
0xb2d0c21a,1
0xb2d1aaa9,1
0xb2d86bee,0
0xb2d3f623,0
0xb2d782e7,0
0xb2d6f597,1
0xb2d92fb5,1
0xb2d91c56,1
0xb2d6f4d7,1
0xb2d22872,1
0xb2d6f580,-1
0xb2d6f613,-1
0xb2d657fa,1
0xb2d1cd57,1
0xb2d2b223,0
0xb2d6fee1,1
0xb2d58094,1
0xb2d4a64c,0
0xb2d6c3e1,-1
0xb2d2d795,1
0xb2d5668f,1
0xb2d54c49,-1
0xb2d6ffd9,0
0xb2d6c676,1
0xb2d51c5f,1
0xb2d202a9,1
0xb2d6d0be,1
0xb2d68547,1
0xb2d645ea,-1
0xb2d0c446,0
0xb2d64b06,1
0xb2d6c579,1
0x3b9af341,0
0xb2d3ef0e,1
0xb2d42a09,1
0xb2d35a4c,1
0xb2d5e23a,1
0xb2d90ca9,-1
0xb2d60aab,-1
0xb2d9428a,-1
0x3b9b0e26,0
0x3b9b470d,-1
0xb2d96ec6,1
0xb2d6b51a,-1
0xb2d5af54,1
0xb2d95182,1
0xb2d5af34,1
0xb2d5cb8a,1
0xb2d3a3b3,1
0xb2d6c514,0
0xb2d1fbaf,-1
0xb2d6e45b,1
0xb2d94a9b,-1
0xb2d64735,1
0xb2d2c37a,1
0xb2d5a868,1
0xb2d619ba,1
0x3b9b2b2b,1
0xb2d4171a,0
0xb2d3d596,0
0xb2d65c02,0
0xb2d96961,1
0xb2d53034,1
0xb2d5ae81,1
0xb2d0cffb,0
0xb2d4e603,1
0xb2d51a4a,0
0xb2d936e0,1
0xb2d97c67,1
0xb2d5df29,1
0xb2d6a376,-1
0xb2d32dad,1
0xb2d97c9a,1
0x3b9b4074,1
0xb2d61fc1,1
0xb2d6a97c,-1
0xb2d858b0,1
0xb2d8f793,-1
0xb2d620eb,1
0xb2d4587c,0
0xb2d227a3,1
0xb2d212f7,-1
0xb2d5b326,0
0xb2d29229,1
0xb2d8d036,1
0xb2d2515e,-1
0xb2d79044,1
0xb2d63751,1
0xb2d5cb6f,1
0xb2d425e0,1
0xb2d5ea30,-1
0xb2d25f5b,-1
0xb2d64977,0
0xb2d2c60a,1
0xb2d4812c,-1
0x3b9b3680,1
0xb2d06ff4,1
0xb2d412f0,-1
0xb2d8a604,0
0xb2d94ad2,-1
0xb2d32a41,1
0xb2d2b5b0,1
0xb2d4f59e,0
0xb2d40877,0
0xb2d1b308,1
0xb2d54840,-1
0xb2d0698d,0
0xb2d5e65f,1
0xb2d06ace,0
0xb2d37a62,1
0xb2d29128,0
0xb2d27250,1
0xb2d3bcdd,0
0xb2d086d1,1
0xb2d769ff,1
0xb2d518d1,-1
0xb2d3784d,1
0xb2d62ba9,1
0xb2d1abc1,1
0xb2d2adac,-1
0xb2d92d6e,1
0xb2d2da13,1
0xb2d098db,0
0xb2d5eb4d,1
0xb2d505dc,0
0xb2d1886d,1
0xb2d1c67a,1
0xb2d8dcdb,1
0xb2d966e7,1
0xb2d3385e,1
0xb2d91d25,1
0xb2d67ddf,1
0xb2d36762,1
0xb2d25b37,1
0xb2d96af0,1
0xb2d64795,1
0xb2d53d4f,0
0xb2d69064,1
0xb2d7f35d,0
0xb2d496d2,1
0xb2d65956,1
0xb2d743b0,0
0xb2d9243a,1
0xb2d6bdcd,0
0xb2d13f2b,1
0xb2d245c0,1
0xb2d6af79,0
0xb2d94826,1
0xb2d440e7,1
0xb2d53486,0
0xb2d4141a,1
0xb2d6485f,-1
0xb2d5a7d6,0
0xb2d9733e,1
0xb2d366e7,1
0xb2d6af74,-1
0xb2d6aff5,-1
0xb2d6af62,-1
0xb2d6b08c,1
0xb2d53d61,0
0xb2d92020,1
0xb2d903e5,1
0xb2d69235,0
0xb2d3b3f6,1
0xb2d2817c,0
0xb2d0f7c2,1
0xb2d78efa,0
0xb2d2dced,0
0xb2d57b04,1
0xb2d29637,1
0xb2d20a5a,1
0xb2d98434,1
0xb2d4f813,1
0xb2d3a54c,-1
0xb2d0649f,0
0xb2d55201,1
0xb2d4c04b,1
0xb2d642f5,-1
0xb2d68ef1,1
0xb2d7658d,1
0xb2d8e2d8,-1
0xb2d62d10,0
0xb2d62d5e,1
0xb2d587c0,1
0xb2d7538f,0
0xb2d56831,1
0xb2d4a3e4,1
0xb2d8fc87,1
0xb2d40d4f,1
0xb2d883e9,-1
0xb2d0a30b,1
0xb2d6b6ca,1
0xb2d334de,-1
0xb2d444a6,1
0xb2d883d2,-1
0xb2d86d61,-1
0xb2d23f1d,1
0xb2d3e97e,0
0xb2d3ab44,0
0xb2d5ac5f,-1
0xb2d6361d,0
0xb2d6ddde,1
0xb2d3e91e,-1
0xb2d3f248,-1
0xb2d3e9ff,-1
0xb2d69230,1
0xb2d3ea1b,1
0xb2d3f2cd,0
0xb2d3f3ae,0
0xb2d579e4,0
0xb2d3e8ec,-1
0xb2d48657,0
0xb2d3aadf,1
0xb2d3e86b,-1
0xb2d42d27,1
0xb2d69751,1
0xb2d57766,1
0xb2d3ea04,1
0xb2d5356c,-1
0xb2d9584e,1
0xb2d475ba,1
0xb2d5a7a3,1
0xb2d1878c,-1
0xb2d11b44,0
0xb2d5f8c8,1
0xb2d31546,-1
0xb2d0f988,1
0xb2d11731,1
0xb2d12049,1
0xb2d3dfc1,1
0xb2d8f21f,1
0xb2d52dba,0
0xb2d58e27,1
0xb2d37ffe,-1
0xb2d51b14,0
0xb2d65b54,0
0xb2d22a06,1
0xb2d5f096,1
0xb2d254a2,-1
0xb2d25a0d,0
0xb2d4e840,1
0xb2d1293c,0
0xb2d214d4,0
0xb2d22920,-1
0xb2d6d6ed,0
0xb2d4262e,0
0xb2d15ea4,1
0xb2d8d004,1
0xb2d8c7a4,1
0xb2d6dc40,1
0xb2d1c5c2,1
0xb2d68ea3,1
0xb2d8f0c3,-1
0xb2d77603,-1
0xb2d13259,1
0xb2d8c73f,1
0xb2d612d8,1
0xb2d93eca,-1
0xb2d6592e,1
0xb2d18e61,1
0xb2d5b4f1,1
0xb2d68e3e,0
0xb2d2b06f,1
0xb2d200dd,1
0xb2d0ece9,0
0xb2d1c336,0
0xb2d0fbb0,1
0xb2d0e9f8,1
0xb2d1bd22,0
0xb2d07b80,-1
0x3b9adcdf,-1
0x3b9b425b,1
0xb2d2cab4,-1
0xb2d0afcc,-1
0xb2d1c3d2,1
0xb2d21244,0
0xb2d275a5,1
0xb2d56f66,1
0xb2d447ad,0
0xb2d3504e,1
0xb2d2847b,1
0xb2d583bc,1
0xb2d230e8,1
0xb2d37ac7,0
0xb2d5ec24,1
0xb2d35380,-1
0xb2d593ce,1
0xb2d65a85,1
0xb2d78ef5,1
0xb2d24c22,1
0xb2d586a8,1
0xb2d59df4,1
0xb2d56af8,1
0xb2d5bdd2,-1
0xb2d0a2a1,1
0xb2d6b7c2,1
0xb2d94499,1
0xb2d14eef,1
0xb2d700da,0
0xb2d97ee1,0
0xb2d4bd44,1
0xb2d8c5e3,1
0xb2d19fe6,1
0xb2d6836a,1
0xb2d1c873,1
0xb2d21fc4,1
0xb2d478e7,1
0xb2d54bfb,1
0xb2d6e58a,1
0xb2d51e53,1
0xb2d2722f,1
0xb2d57cd0,1
0xb2d61cc6,1
0xb2d606eb,1
0xb2d169ab,1
0xb2d92a5c,1
0xb2d626d1,1
0xb2d29116,1
0xb2d58de7,1
0xb2d430d6,1
0xb2d62cc6,1
0xb2d23add,1
0xb2d2128d,1
0xb2d6f43b,0
0xb2d434d9,-1
0xb2d5fa94,1
0xb2d1f996,1
0xb2d5c030,1
0xb2d2e928,1
0xb2d2cacb,-1
0xb2d2990c,1
0xb2d3f4a1,-1
0xb2d26a6c,0
0xb2d31fb1,1
0xb2d51c7f,0
0xb2d2d746,1
0xb2d643f1,1
0xb2d66575,-1
0xb2d40b44,0
0xb2d4850c,1
0xb2d63155,1
0xb2d27e21,1
0xb2d22bb1,1
0xb2d5ee27,1
0xb2d5cc22,-1
0xb2d5127c,1
0xb2d57a17,0
0xb2d40e6c,1
0xb2d2278c,1
0xb2d23b30,1
0xb2d6fdae,1
0xb2d656f8,1
0xb2d283c3,1
0xb2d2409a,0
0xb2d69fac,1
0xb2d644f2,1
0xb2d6553c,-1
0xb2d49228,0
0xb2d63901,1
0xb2d5e918,0
0xb2d682d2,1
0xb2d8e003,0
0xb2d48131,1
0xb2d780e1,0
0xb2d27f8c,1
0x3b9b181f,1
0xb2d586ad,-1
0xb2d22630,-1
0xb2d8f1d1,-1
0xb2d94907,1
0xb2d5dc17,0
0xb2d8c465,1
0xb2d6e376,1
0xb2d56cbf,1
0x3b9adbab,1
0xb2d62938,-1
0xb2d5c1c4,1
0xb2d9577f,1
0xb2d8eff9,1
0xb2d69080,1
0xb2d35f51,1
0xb2d3b7ff,1
0xb2d6909c,0
0xb2d353c5,1
0xb2d6da47,0
0xb2d90c7c,0
0xb2d6f6fe,1
0xb2d5d0d4,1
0xb2d5a755,0
0xb2d64193,1
0xb2d4d963,0
0xb2d6b381,-1
0xb2d5fd89,-1
0xb2d5b38b,-1
0xb2d625fa,1
0xb2d8f922,-1
0xb2d64a25,1
0xb2d7877a,1
0xb2d55bc7,1
0xb2d5954b,1
0xb2d65221,0
0xb2d2ccf2,0
0xb2d4e250,0
0xb2d9308c,1
0xb2d6ea53,0
0xb2d60bb4,1
0xb2d07841,1
0xb2d6ecc0,1
0xb2d32408,1
0xb2d43eb6,1
0xb2d6fced,0
0xb2d64e60,-1
0xb2d4eed9,1
0xb2d2edcd,1
0xb2d17f55,-1
0xb2d31117,0
0xb2d4cab3,-1
0xb2d7833a,-1
0xb2d3a837,1
0xb2d33859,1
0xb2d4c802,1
0xb2d4c94c,1
0xb2d4c834,1
0xb2d3a4ab,1
0xb2d31412,1
0xb2d31aab,1
0xb2d78d01,1
0xb2d46ddb,1
0xb2d5da67,-1
0xb2d5cba6,1
0xb2d61c94,1
0xb2d37f46,-1
0xb2d6b192,1
0xb2d433e2,1
0xb2d34203,0
0xb2d24f93,1
0xb2d6ada0,1
0xb2d3a461,0
0xb2d35d21,1
0xb2d48f97,1
0xb2d308ef,1
0xb2d5b35d,1
0xb2d96607,0
0xb2d5d0d9,-1
0xb2d6128e,1
0xb2d5bcdb,1
0xb2d5ddc3,0
0xb2d4108d,1
0xb2d53465,1
0xb2d2565e,-1
0xb2d62b49,0
0xb2d4c9cd,-1
0xb2d41a41,0
0xb2d29ee5,-1
0xb2d296b8,-1
0xb2d4446f,-1
0xb2d2c100,1
0xb2d5090e,1
0xb2d3d2b8,1
0xb2d78cce,-1
0xb2d61091,1
0xb2d0f338,1
